election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,YUSUF SOLOMON OJOCHENEN,M,JMPP,92,10,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,SALEH ZAKARI,M,APM,70,11,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,HUDU ALI,M,NCP,65,12,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,ONUA EMMANUEL ATTAH,M,ACPN,47,13,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,AUDU ENEMONA,M,PT,36,14,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,ARWAAJO TIJANI,M,DA,28,15,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,ABU UMARU,M,DPP,22,16,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,OGBEJE PETER MICHAEL,M,KP,21,17,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,ONAJI SUNDAY FRANK,M,GD,11,18,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,AGALA OJONUGWA,M,UPC,7,19,0
house,2019,Kogi,ANKPA/OMALA,FC/214/KG,OCHIKA MARY,F,UPP,6,20,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ZACHARIAS DAVID IDRIS,M,APC,44884,1,1
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,EGWU EMMANUEL MAKOJI,M,PDP,27315,2,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,AROME ALIYU AUDU,M,ADC,6506,3,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,OGAH MARK OKPANACHI,M,APDA,1624,4,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ABDULLAHI ABRAHAM OJODALE,M,SDP,1610,5,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,IBRAHIM ISAH,M,APGA,1305,6,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,EGBUNU AMANABO YUSUF,M,A,371,7,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,AYIKOYE EMMANUEL OMALE,M,MPN,189,8,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ALEGI OJONIMI GODSPOWER,M,PPN,98,9,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,JOSEPH SIMON A.,M,NCP,87,10,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,IDRIS A. YUSUF,M,APM,69,11,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ENEMAKU GABRIEL ONUCHE,M,ANDP,44,12,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ADAMA MUHAMMED MUSA,M,SNP,41,13,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,IBRAHIM YAHAYA A.,M,LP,30,14,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ADELE LUCKY USMAN,M,YDP,29,15,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,SALFU MOSES,M,DA,28,16,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ATTAH JOSEPH OJONE,M,DPP,24,17,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,ITANYI VICTOR UGBEDE,M,MRDD,21,18,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,JIBRIL LUKMAN,M,PT,17,19,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,IBRAHIM MUSA,M,UPP,16,20,0
house,2019,Kogi,IBAJI/IDAH/IGALAMELA-ODOLU,FC/216/KG,SHAIBU USMAN OJIH,M,UPC,11,21,0
house,2019,Kogi,LOKOJA,FC/219/KG,ISAH ABDULKAREEM USMAN,M,APC,37356,1,1
house,2019,Kogi,LOKOJA,FC/219/KG,IBRAHIM SHABA ISAH,M,PDP,33662,2,0
house,2019,Kogi,LOKOJA,FC/219/KG,ABDULLAHI BABA ABDUL,M,SNP,403,3,0
house,2019,Kogi,LOKOJA,FC/219/KG,JONATHAN ZACCHAEUS,M,ADC,402,4,0
house,2019,Kogi,LOKOJA,FC/219/KG,NDAKWO TANKO ABDULRAHMAN,M,ADP,94,5,0
house,2019,Kogi,LOKOJA,FC/219/KG,ABDULLAHI GARBA BAKO,M,AD,49,6,0
house,2019,Kogi,LOKOJA,FC/219/KG,WAMBEBE AILUKA GODWIN,M,NCP,38,7,0
house,2019,Kogi,LOKOJA,FC/219/KG,LAWAL ABUBAKKAR ALIU,M,DPP,26,8,0
house,2019,Kogi,LOKOJA,FC/219/KG,USMAN RABI MUHAMMED,F,A,22,9,0
house,2019,Kogi,LOKOJA,FC/219/KG,IBRAHIM KHADIJAT DEDE,F,LP,20,10,0
house,2019,Kogi,LOKOJA,FC/219/KG,ZAKARI IBRAHIM,M,APM,8,11,0
house,2019,Kogi,LOKOJA,FC/219/KG,ALI MUHAMMED,M,PT,5,12,0
house,2019,Kogi,LOKOJA,FC/219/KG,AHMEDU AMINU,M,UPC,4,13,0
house,2019,Kogi,LOKOJA,FC/219/KG,ADOGA TOSIN FAITH,F,UPP,4,14,0
house,2019,Kogi,LOKOJA,FC/219/KG,HAMZA IBRAHIM JANSIRAJ,M,DA,3,15,0
house,2019,Kogi,LOKOJA,FC/219/KG,USMAN BELLO,M,MPN,3,16,0
house,2019,Kogi,LOKOJA,FC/219/KG,YAKUBU SHUAIBU,M,PPN,2,17,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,YUSUF AHMED TIJANI,M,APC,371997,1,1
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,MOHAMMED AWAL ABDUSALAM,M,MPN,8857,2,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,OJURUBE HADI,M,PT,2820,3,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,OHUGERI .I. SUBERU,M,ADC,161,4,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ABUBAKAR NANA,F,UPC,116,5,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,MOHAMMED OZIOGU JINOH,M,APM,114,6,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ANTHONY ARONMOSI ANIMASHAUN,M,PPN,93,7,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,BELLO JOY MAFO LAMI,F,LP,32,8,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,SALAWU IDRIS,M,ADP,28,9,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,IYELA SHEGUN,M,ACPN,19,10,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ISAH SUKA MOHAMMAD,M,PDP,17,11,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,OTUSHE PAUL MICHAEL,M,ANDP,11,12,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ATEKE BESTY IDIMIBE,F,CAP,10,13,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,SANI-OMOLORI ASMAU-GOGO,F,APN,8,14,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ALIYU RUKAYAT,F,A,6,15,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,OVAYIOZA BASHIR ZAINAB,F,DPP,6,16,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,SUNDAY DENNIS OZOMATA,M,PRP,6,17,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,TEKARON OSIGBODI,M,DA,4,18,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ROSEMARY HOIEZU,F,SDP,2,19,0
house,2019,Kogi,OKENE/OGORIMAGONGO,FC/220/KG,ONUSAGBA A. JAMIU,M,YDP,0,20,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,LEKE JOSEPH ADEJIDE,M,ADC,17548,1,1
house,2019,Kogi,YAGBA EAST,FC/221/KG,ABIMBOLA HENRY TUESDAY,M,APC,12399,2,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,FABOLA BOLA JAMES,M,PDP,11628,3,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,SELAIYE OLUWAFEMI D.,M,SDP,1022,4,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,ADEBAYO KENNETH A.,M,PPC,73,5,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,OLUROPO ODOFIN AUGUSTINE,M,MPN,66,6,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,JONATHAN AYOKUNLE OLUSHOLA,M,A,41,7,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,BALOGUN BLESSING O,F,APM,22,8,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,SOMIDIRE COMFORT,F,ACPN,16,9,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,ATTEH OLADIMEJI,M,PPN,16,10,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,YUSUF MARY OLUWATOYIN,F,DA,14,11,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,ISAH SAIDU,M,LP,6,12,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,OMOWAIYE ETE A.,M,UPP,3,13,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,ABDURAFIU ISMAIL,M,PT,1,14,0
house,2019,Kogi,YAGBA EAST,FC/221/KG,OMOLE DAVID B.,M,UPC,1,15,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,MUHAMMED OMAR BIO,M,APC,37914,1,1
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,ABUBAKAR MUSA,F,PDP,14476,2,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,HASSAN MAUZU,M,PT,135,3,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,SALIHU ABDULRAHMAN,M,APN,74,4,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,MOHAMMED ZELIAT,F,ACPN,66,5,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,BARUTEN KAIAMA,M,PPN,41,6,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,MUDASHIRU ALIYU .A,M,SDP,23,7,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,SALAMI JUMOKE,M,DA,19,8,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,MOHAMMED ILIYASU,M,AA,14,9,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,SHERO MOHAMMED,M,LP,13,10,0
house,2019,Kwara,BARUTEN/KAIAMA,FC/222/KW,ISHAQ SIANO SABI,M,A,7,11,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,AHMED ABUBAKAR NDAKENNE,M,APC,58045,1,1
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,HASSAN MAHMUD BABAKO,M,PDP,19144,2,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,FEMI AYANNIYI BELLO,M,PT,254,3,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,YAHAYA MOHAMMED,M,ANP,185,4,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,DIKKO YUNUSA LIMAN,F,ADC,130,5,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,BABA AHMED,M,ACPN,112,6,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,IBRAHIM MOHAMMED LADAN,M,APN,108,7,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,JIBRIL IBRAHIM,M,PPA,98,8,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,JAIYEOLA DEBORAH MOTUNRAYO,F,PPN,38,9,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,RASAQ JIMOH AYODELE,M,RP,24,10,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,FAYEYE ADEBAYO HENRY SEYE,M,AA,21,11,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,GIDEON SABA YISA,M,SDP,18,12,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,BALOGUN OLALEKAN,M,DA,17,13,0
house,2019,Kwara,EDU/MORO/PATEGI,FC/223/KW,KAWU ALIYU B.,F,LP,13,14,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OLAWUYI ABDULRAHEEM OLATUNJI,M,APC,33386,1,1
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,DARE BANKOLE,M,PDP,26954,2,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OLAYINKA KAMARDEEN KADIRI,F,ADC,270,3,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,SULEIMAN TOYIN FOLORUNSHO,M,PT,229,4,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,ATOLAGBE BOSEDE ODUNOLA,F,PDC,95,5,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,ABDULRAHEEM OLANIYI JIMOH,M,ACPN,91,6,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,IDRIS ABDULLAHI A,M,APN,91,7,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,BAMIDELE GABRIEL ADE,M,ANP,84,8,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,BOLADALE QUADRI RAFIU,M,PPN,25,9,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,MAKANJUOLA JULIUS,M,SDP,15,10,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OLUYEYE BOLA TITI,M,AA,12,11,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OBAFAYE SAMUEL AYODELE,M,JMPP,11,12,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OBAYOMI OTUNBA OWOLABI J. OLABODE,M,LP,10,13,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OWOLABI SAMUEL KAYODE,F,FRESH,9,14,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,DADA OLUBUNMI LOVETH,M,DA,6,15,0
house,2019,Kwara,EKITI/ISIN/IREPODUN/OKE-ERO,FC/224/KW,OLANIYAN TAIYE AYORINDE,M,UPN,3,16,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,TIJANI KAYODE ISMAIL,M,APC,54410,1,1
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,OLARINOYE TOPE OLAYONU,M,PDP,19449,2,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,AFOLABI FEMI,M,PT,267,3,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,KEHINDE JIMOH LATEEF,M,ANP,233,4,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,ABDULFATAI ABDULRAZAK IRANLOYE,M,AA,142,5,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,OLUWATOYIN AMOD OWOLABI,M,APN,134,6,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,ADEKUNLE ADEYEMI SAHEED,M,ADC,76,7,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,OLOBI MUFUTAU K.O.,F,ACPN,58,8,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,OLADIPO RUTH OMOLADE,F,PPN,23,9,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,GIWA SALIHU MUHEDDEEN,M,LP,19,10,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,KOLAWOLE ZECHARIAH .O,M,SDP,16,11,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,MUSTAPHA MUSBAU ABIODUN,M,DA,14,12,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,ADEKEYE OLUWAYOMI FUNSHO,M,UPN,13,13,0
house,2019,Kwara,IFELODUN/OFFA/OYUN,FC/227/KW,ALABI MICHEAL KAYODE,M,NCP,9,14,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,OLODODO ABDULGANIYU SAKA COOK,M,APC,56496,1,1
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,ABDULWAHAB OLADIMEJI ISSA,M,PDP,27737,2,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,AJIDE ROTIMI,M,PT,381,3,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,LAWAL BANDEGARAJE HAKEEM,M,ANP,190,4,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,YUSUF ABDULATEEF,M,ACPN,118,5,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,MOGAJI AISHAT MOPELOLA,F,AA,117,6,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,ABDULLATEEF SULYMAN,M,ADC,100,7,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,AYINDE ATOLAGBE MOHAMMED,M,PPA,98,8,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,OLANIYI SHUAIB YUSUF,M,APN,87,9,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,ABDULGANIYU NUHU,M,SDP,57,10,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,IBRAHEEM ALFA ABDULRASHEED BOLAKALE,M,LP,56,11,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,LUQMAN ADISA ABERE,M,PPN,33,12,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,HASSAN ABDUKADIR,M,A,26,13,0
house,2019,Kwara,ILORIN EAST/ILORIN SOUTH,FC/225/KW,ABUBAKAR YAHYA,M,DA,22,14,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,ALAJAGUSI ABDULYEKEEN SADIQ,M,APC,68585,1,1
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,ABDULRAZAQ MOHAMMED LAWAL,M,PDP,42068,2,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,JIMOH HASSAN,M,ACPN,199,3,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,TOYIN ABDULRASHEED SAKA,M,ANP,147,4,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,ADEBAYO Y AKANBI LAWAL,M,AA,99,5,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,ABDULHAMEED HAFSAT BADA,F,ADC,83,6,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,OLADIPUPO ALIYU ZULUGAMBARI,M,APN,60,7,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,IMAM ABDULRASHEED,M,A,37,8,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,LAWAL RAFAT,F,LP,12,9,0
house,2019,Kwara,ILORIN WEST/ASA,FC/226/KW,OLUSOLA OLUFEMI BENJAMIN,M,DA,8,10,0
house,2019,Lagos,AGEGE,FC/228/LA,ADEJARE SAMUEL .B,M,APC,32114,1,1
house,2019,Lagos,AGEGE,FC/228/LA,OLUWOLE JOSEPH .A,M,PDP,13886,2,0
house,2019,Lagos,AGEGE,FC/228/LA,OLADIPUPO AYINDE .B,M,A,5490,3,0
house,2019,Lagos,AGEGE,FC/228/LA,ADENIJI KAZEEM,M,ADC,721,4,0
house,2019,Lagos,AGEGE,FC/228/LA,OKEREKE HONESTY .O,M,AD,227,5,0
house,2019,Lagos,AGEGE,FC/228/LA,SOBITAN BABAJIDE,M,PPN,182,6,0
house,2019,Lagos,AGEGE,FC/228/LA,ISHOLA ABIOYE .J,M,ADP,137,7,0
house,2019,Lagos,AGEGE,FC/228/LA,ISHOLA JOHNSON .B,M,PPC,73,8,0
house,2019,Lagos,AGEGE,FC/228/LA,ODUNAYO EKUNDAYO,M,PT,14,9,0
house,2019,Lagos,AGEGE,FC/228/LA,SULEIMAN ADAMS .A,M,DPC,12,10,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,ORJI RITA,F,PDP,32557,1,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,KOLAWOLE TAIWO MUSIBAU,M,APC,26115,2,1
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,IWONLAWE MATIN OWODUNNI,M,A,587,3,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,JIMOH RASHEED LASUN,M,PPN,206,4,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,DAVID KOLA DANIEL,M,AD,158,5,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,UGOEKE MICHAEL,M,ADP,149,6,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,KING JULIE IFEYINWA,F,APDA,112,7,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,ADEGBENRO ADEBAYO,M,ADC,107,8,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,KENNEDY NZEMIPO AARE,M,PPC,90,9,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,OLUWOLE MORENIKEJI,M,NPN,39,10,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,JACOB OGUNDIRAN,M,DPC,17,11,0
house,2019,Lagos,AJEROMI/IFELODUN,FC/245/LA,OLADIPUPO VICTORIA,F,DA,6,12,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,OLUFEMI BANDELE .A,M,APC,55136,1,1
house,2019,Lagos,ALIMOSHO,FC/230/LA,AKINWALE AKINSANYA .A,M,PDP,37539,2,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,SHODIMU AKANBI .F,M,ADC,4661,3,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,AMULUDEN GBENGA .H,M,AD,651,4,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,KEHINDE BAMIDELE .R,M,PPC,542,5,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,OLUSHOLA ADEKUNLE .A,M,AAC,511,6,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,MUSIBAU ADEBIYI .A,M,ADP,365,7,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,ALABANA SHERIF ALADE,M,ASD,326,8,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,OWOLABI VICTOR .A,M,PPN,279,9,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,ONWUEGBU THEOPHILUS .C,M,ANP,136,10,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,SANYA OLUSHOLA .F,F,A,120,11,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,MADUKA GLORIA AKEETTE,F,DA,37,12,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,ADENIPEBI MODE .A,M,DPC,35,13,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,OKONGWU PAUL .C,M,GPN,27,14,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,OGUNDELE JUMOKE .R,F,CAP,19,15,0
house,2019,Lagos,ALIMOSHO,FC/230/LA,FODOJU OLUWAFEMI .D,M,PT,18,16,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,AJOPKPA OGHENE,M,PDP,30467,1,1
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,ADESEYE ADENIYI,F,APC,17885,2,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,OGBONNIA LEONARD,M,APGA,3990,3,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,OKPOZAC GEOFERRY,M,YPP,217,4,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,ABAYOMI JOHN,M,AD,210,5,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,ILEGBUNE DOROTHY,F,ADC,139,6,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,OMALE ANDREW,M,ADP,125,7,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,ADENIRAN ADEYEYE,M,PPN,95,8,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,EZEMEGWALU PETER,M,UPP,43,9,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,OBAYOMI ADESHINA,M,MPN,17,10,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,OHABUNWA NNANNA,M,GPN,15,11,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,RICHARD ADEMOLA,M,PT,11,12,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,NWOGU MAUREEN,F,DA,6,13,0
house,2019,Lagos,AMUWO ODOFIN,FC/244/LA,EBONYI JOY,F,APM,1,14,0
house,2019,Lagos,APAPA,FC/235/LA,EGBERONGBE MUFUTAU .A,M,APC,17961,1,1
house,2019,Lagos,APAPA,FC/235/LA,ADEWOLE OLUDARE .A,M,PDP,11845,2,0
house,2019,Lagos,APAPA,FC/235/LA,IDRIS TOKUNBO .O,M,ZLP,324,3,0
house,2019,Lagos,APAPA,FC/235/LA,AFOLABI ASMIYU .T,M,ADC,86,4,0
house,2019,Lagos,APAPA,FC/235/LA,ODELOLA AFEEZ .O,M,PPN,85,5,0
house,2019,Lagos,APAPA,FC/235/LA,OKANI MARY .D,F,ADP,67,6,0
house,2019,Lagos,APAPA,FC/235/LA,ADEGOKE AJIBADE,M,AD,58,7,0
house,2019,Lagos,APAPA,FC/235/LA,IKUEBOLAJI LEVITICUS .E,M,MPN,17,8,0
house,2019,Lagos,APAPA,FC/235/LA,NWACHUKWU PEACE .N,F,GPN,12,9,0
house,2019,Lagos,APAPA,FC/235/LA,OJOBO PETER .A,F,ID,8,10,0
house,2019,Lagos,APAPA,FC/235/LA,OGUNLEYE GRACE .O,M,CAP,6,11,0
house,2019,Lagos,APAPA,FC/235/LA,OAMEN JOY .R,F,DA,5,12,0
house,2019,Lagos,BADAGRY,FC/231/LA,HUMPE ADANDE .B,M,APC,23309,1,1
house,2019,Lagos,BADAGRY,FC/231/LA,SEYON AINA .H,M,PDP,15662,2,0
house,2019,Lagos,BADAGRY,FC/231/LA,OLANIYAN FATASEJITRO,M,ADP,189,3,0
house,2019,Lagos,BADAGRY,FC/231/LA,SOVI BABATUNDE,M,ADC,177,4,0
house,2019,Lagos,BADAGRY,FC/231/LA,JACOB PRINCE .S,M,ANP,139,5,0
house,2019,Lagos,BADAGRY,FC/231/LA,BELLO OLAREWAJU .A,M,AD,104,6,0
house,2019,Lagos,BADAGRY,FC/231/LA,MEDEMARU ABAYOMI .M,M,YPP,89,7,0
