election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,MUSA SULEIMAN,M,KP,39,18,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,BABATA MOSHOOD ABIOLA ABDULKAREEM,M,UPN,37,19,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,OKANLAWON ADEKUNLE TAIWO,F,GPN,21,20,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,ABUBAKAR SHOLA ABDULRAHEEM,M,DA,14,21,0
senate,2019,Kwara,KWARA CENTRAL,SD/068/KW,MUKAILA ALARO SULYMAN,M,UPP,4,22,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,UMAR SULEIMAN SADIQ,M,APC,98170,1,1
senate,2019,Kwara,KWARA NORTH,SD/067/KW,ZAKARI MOHAMMED,M,PDP,33364,2,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,MUSA YAHAYA IBRAHIM,M,APN,314,3,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,ABUBAKAR MOHAMMED,M,ANP,269,4,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,JOSEPH ADEWOLE,M,ADC,214,5,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,MOHAMMED FARUK UMAR,M,LP,133,6,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,ADEDIMEJI SAMUEL LALA,M,PPN,102,7,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,USMAN BUGE ISHIAK,M,ACPN,63,8,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,IBRAHIM MUHAMMED,M,DA,62,9,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,LATEEF OLABISI BELLO,M,GPN,54,10,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,MOHAMMED U. A,M,PT,44,11,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,SOLIU MOHAMMED LANRE,M,AA,41,12,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,OMOTOSHO GANIY JAIYEOLA,M,A,35,13,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,SAMUEL SABA JOHN,M,SDP,27,14,0
senate,2019,Kwara,KWARA NORTH,SD/067/KW,MUHAMMED HARUNA GARBA,M,UPN,20,15,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,ASHIRU OYELOLA YISA,M,APC,89704,1,1
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,IBRAHIM RAFIU,M,PDP,45176,2,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,AJAYI OLAYEMI BIDEMI,M,PPN,467,3,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,ONIYALA OLUYOLA JOHN,M,ADP,422,4,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,BAMIDELE OGUNWALE ISAAC,M,ANP,268,5,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,MUHAMMED ONAOLAPO TOYIN,M,ADC,223,6,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,AYINLA AKINKUNMI AKINKUNMI,M,PDC,140,7,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,ADEPOJU JOHN DEBO,M,PPA,123,8,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,ADEKUNLE AYODEJI KODABO,M,APN,118,9,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,SULYMAN ADEKUNLE YUSUF,M,AA,60,10,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,KUTI KAYODE JESSE JULIUS,M,ACPN,44,11,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,OLAGUNJU ABIDOYE,M,LP,34,12,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,OLATEJU TAJUDEEN,M,PT,32,13,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,MOHAMMED ISIAKA SALAWU,M,MPN,20,14,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,THOMAS ABOLARIN FALADE,M,SDP,20,15,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,AFOLAYAN COMFORT FUNKE,F,UPP,11,16,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,EMMAN TOLU OGUNDELE,M,UPN,10,17,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,SUNDAY ADEDAYO J. O.,M,KP,6,18,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,ADELEKE JUMOKE TAOFIKAT,F,GPN,5,19,0
senate,2019,Kwara,KWARA SOUTH,SD/069/KW,OYEWOLE DAUDA,M,DA,4,20,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,TINUBU OLUREMI SHADE,F,APC,131725,1,1
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,ONITIRI ADESUNBO DAVID,M,PDP,89107,2,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,SUNMONU LATEEF ADIGUN,M,ADC,1949,3,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,PARIOLA RUFINA OLAMIDE,F,MPN,1137,4,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,OLUWABUSOLA AKINDELE ADENIKE,M,ANP,1120,5,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,JAWANDO NURADEEN OMOTAYO,M,AA,392,6,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,EMERENINI KENETH CHUKWUEBUKA,M,ACD,376,7,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,AKINYEMI OLUWAFUNMILAYO JOSEPHINE,F,A,338,8,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,ADU OMOLOLA KOLADE,F,CAP,219,9,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,BAJULAIYE OMOGBEHIN OMOWUNMI AGBEKE,F,PT,183,10,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,OGOWEWO OLUGBEMISOLA OLUFUNKE,F,DA,134,11,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,MARTINS TINA REMI,F,FJP,132,12,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,OLADOTUN ALABA OLARIBIGBE,M,LM,101,13,0
senate,2019,Lagos,LAGOS CENTRAL,SD/069/LA,OYINBO PATRICIA NNEDIMMA,F,ID,84,14,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,OSINOWO SIKIRU ADEBAYO,M,APC,145839,1,1
senate,2019,Lagos,LAGOS EAST,SD/071/LA,OYEFUSI ABIODUN ADETOLA,F,PDP,90354,2,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,OWOLABI OLUSEGUN SHAMSIDEEN,M,A,4587,3,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,FAKOYA OLAJUMOKE MODUPE,F,ADC,1346,4,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,AKINWALE AYO,M,ADP,1145,5,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,MUSTAPHA BOLARINWA,M,AD,693,6,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,JAIYEOLA ADEBOLA ADENRELE,F,DPP,637,7,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,EMERENINI OBINNA,M,ACD,348,8,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,AGIM GODWIN,M,MPN,267,9,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,OLUSEGUN OGUNYEYE,M,PPC,239,10,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,LIJADU AYODELE CYRIL,M,KP,216,11,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,IDOWU ABOSEDE,F,CAP,201,12,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,ADERONKE IYABODE ADENIJI,M,PPN,123,13,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,AJAYI FLORENCE OLUFUNKE,F,DA,92,14,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,FRANCIS SHONUBI,M,AAC,90,15,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,AWOLOWO OLUFUNKE,F,PT,70,16,0
senate,2019,Lagos,LAGOS EAST,SD/071/LA,ODEYEMI KAFARU OLUWASANMI,M,ID,42,17,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,ADEOLA SOLOMON OLAMILEKAN,M,APC,323817,1,1
senate,2019,Lagos,LAGOS WEST,SD/072/LA,RHODES VIVOUR GBADEBO,M,PDP,243516,2,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,ADEGBORIOYE SOLAKUNMI ELIZABETH,F,A,15508,3,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,KAYODE JACOBS,M,ADC,6290,4,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,FADEYI OLADEINDE ABAYOMI,M,AAC,3435,5,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,AMOS AJAO ADEMOLA,M,AD,2274,6,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,ABDULSALAM IGAGWU,M,PRP,1951,7,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,AGOSU-PANTINVOH FELICIA MENTON,F,ADP,1754,8,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,FADAHUNSIOJO OMOBOLA ALICE,F,YPP,1726,9,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,WANGARA AUWARLU IDRIS,M,ANP,1391,10,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,OLATUNBOSUN OSWALD ODUSAMI,M,PPC,1160,11,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,CHARLES DICKSON MBRIDE,M,NFD,801,12,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,AYODELE AKELE,M,NCP,645,13,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,KAYODE OLABODE,M,GPN,641,14,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,JOHNSON OLAKUNLE MOSES,M,DPP,637,15,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,ESTHER GODWIN,F,APM,518,16,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,SULAYMAN ABUBAKAR UMAR,M,AA,459,17,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,SAMUEL AKUNYEMI GABRIEL,M,PPN,329,18,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,NKEM CHIBOGU KENNETH,F,UPP,284,19,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,MICHAEL ADEWALE OJO,M,MPN,237,20,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,AWE-OBE OLUSEGUN,M,PT,194,21,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,NNONA JOHA NWATU,M,DA,178,22,0
senate,2019,Lagos,LAGOS WEST,SD/072/LA,BOJURI ORIYOMI RUTH,F,CAP,142,23,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,AKWASHIKI GODIYA,M,APC,54104,1,1
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,JOHN MICHAEL ABDUL,M,PDP,48133,2,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,ALU SAMUEL,M,APGA,15788,3,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,AKWASHIKI PATRICIA NAOMI,F,ADC,6287,4,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,INNOCENT LAGI DANIEL,M,LP,5843,5,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,ATTAH DAVID,M,PT,522,6,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,ANGA INUSA MOHAMMED OMBUGU,M,SDP,278,7,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,MAJI INNOCENT,M,NCP,85,8,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,GABU LAWRENCE ANDREW,M,APM,45,9,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,JOHN SAGU M.,M,JMPP,39,10,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,SARKI KABIRU,M,DA,19,11,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,DANIEL UMARU,M,PRP,19,12,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,KATIMI SAIDU ISA,F,MMN,12,13,0
senate,2019,Nasarawa,NASARAWA NORTH,SD/073/NW,LUBABATU TANI YAKUBU,F,GPN,7,14,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,AL-MAKURA UMARU TANKO,M,APC,113156,1,1
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,ADOKWE SULEIMAN ASONYA,M,PDP,104595,2,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,MUSA ABUBAKAR SAMBO,M,RBNP,3744,3,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,ADAMU MUSA SAIDU,M,APGA,2847,4,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,USMAN WAKASO,M,ZLP,2489,5,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,ELADOGA RAKIYA ABUBAKAR,F,ADP,389,6,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,UMAR MOHAMMED OZEGHA,M,SDP,183,7,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,AYIWULU BABA AYIWULU,M,NNPP,135,8,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,NAMO SAMSON AYALO,M,FRESH,101,9,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,OWAKAYI ABDULRAHMAN OSE,M,LP,93,10,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,MOHAMMED TAJIRI SANI,M,PPA,83,11,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,SULAIMAN ABUBAKAR MAINA,M,ADC,70,12,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,YUSUF HASSAN MUHAMMED,M,APM,52,13,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,MOHAMMED NURUDEEN UMAR,M,PT,49,14,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,ABDULKAREEM SULEMAN AKWE,M,DA,40,15,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,AGYEWALDASHO ABDULLAHI UMAR,M,ACD,39,16,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,UMAR GALADIMA UMAR,M,PRP,31,17,0
senate,2019,Nasarawa,NASARAWA SOUTH,SD/075/NW,YAHUZA SAGIR IBRAHIM,M,JMPP,24,18,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,ABDULLAHI ADAMU,M,APC,115298,1,1
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,BALA AHMED ALIYU,M,PDP,85615,2,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,NGHARGBU K'TSO,M,APGA,28857,3,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,SAMUEL ANJUGU AVRE,M,SDP,2206,4,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,ADAMU HUSSAINI AUTA,M,ZLP,137,5,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,IDRIS BABA,M,NFD,133,6,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,AHMED IBRAHIM,M,PPA,77,7,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,ZAKARRIYA RILWANT TANKO,M,LP,48,8,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,ODEH OGAH ELIJAH,M,APM,36,9,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,BAHAGO BITRUS,M,PT,31,10,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,ABDULLAHI ALIYU,M,PPN,24,11,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,AHMED IDRIS SALISU,M,DA,21,12,0
senate,2019,Nasarawa,NASARAWA WEST,SD/074/NW,MICHAEL ANZAKU,M,JMPP,11,13,0
senate,2019,Niger,NIGER EAST,SD/076/NG,MOHAMMED SANI MUSA,M,APC,229415,1,1
senate,2019,Niger,NIGER EAST,SD/076/NG,ISIYAKU IBRAHIM,M,PDP,116143,2,0
senate,2019,Niger,NIGER EAST,SD/076/NG,ALH MUSA HASSAN,M,ADC,2665,3,0
senate,2019,Niger,NIGER EAST,SD/076/NG,NUHU MATHEW,M,LPN,845,4,0
senate,2019,Niger,NIGER EAST,SD/076/NG,MUHAMAD AWWAL,M,PPN,526,5,0
senate,2019,Niger,NIGER EAST,SD/076/NG,MUHAMMED USMAN,M,DA,488,6,0
senate,2019,Niger,NIGER EAST,SD/076/NG,ALFA ABUBAKAR SADIQ,M,BNPP,456,7,0
senate,2019,Niger,NIGER EAST,SD/076/NG,PAIKO HASSAN MUHAMMED RAJI,M,NRM,419,8,0
senate,2019,Niger,NIGER EAST,SD/076/NG,KOLAWOLE IDRIS ZAINAB,F,NCP,350,9,0
senate,2019,Niger,NIGER EAST,SD/076/NG,AKAWU ABABA,M,PRP,264,10,0
senate,2019,Niger,NIGER EAST,SD/076/NG,AUDU MOHAMMED,M,NNPP,205,11,0
senate,2019,Niger,NIGER EAST,SD/076/NG,SHASHERE YAKUBU,M,SDP,205,12,0
senate,2019,Niger,NIGER EAST,SD/076/NG,MOHAMMED BINTA,F,PT,194,13,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,ABDULLAHI ALIYU SABI,M,APC,161420,1,1
senate,2019,Niger,NIGER NORTH,SD/077/NG,DUBA MOHAMMED SANI,M,PDP,77109,2,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,TSALHA ATTAHIRU,M,ACD,2243,3,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,USMAN DANGAJERE HARUNA,M,ADP,1710,4,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,GALADIMA BABA ALHAJI,M,NRM,1357,5,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,BUHARI MK HARUNA,M,PRP,1181,6,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,BALA AHMAD ALHAJI,M,PPN,803,7,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,MAMUDA HADIZA KUTA,F,AGA,568,8,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,DAUDA UMAR DAN-MALIKI,M,ADC,373,9,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,ISA MOHAMMED BELLO,M,DA,356,10,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,BALKISU MUSA ALHERI,F,GPN,155,11,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,GARBA MAMMAN,M,NNPP,149,12,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,BAWA AMOS,M,UDP,141,13,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,ABDULMUMIN DANTATA IBETO,M,SDP,116,14,0
senate,2019,Niger,NIGER NORTH,SD/077/NG,SHUNBU BALA,M,PT,50,15,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,BIMA MUHAMMAD ENAGI,M,APC,160614,1,1
senate,2019,Niger,NIGER SOUTH,SD/078/NG,SHEHU BABA AGAIE,M,PDP,90978,2,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,IBRAHIM BELLO MOHAMMED,M,ADP,6144,3,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,YAHAYA AHMED ALHASSAN,M,ACD,1001,4,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,MUHAMMED LIMAN AL-AMIN,M,SDP,407,5,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,SULEIMAN UMAR,M,NRM,373,6,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,ALH NDATSU USMAN,M,ADC,350,7,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,JA'AFARU ABDULLAHI,M,DA,231,8,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,MOHAMMED BABA MUSTAPHA,M,PPN,168,9,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,ALFA SANI,M,PRP,139,10,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,MOHAMMED SAFIYA BABA,F,GPN,115,11,0
senate,2019,Niger,NIGER SOUTH,SD/078/NG,BABANKOGI MUHAMMAD KUDU,M,NNPP,73,12,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,AMOSUN IBIKUNLE OYELAJA,M,APC,88110,1,1
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,GOMEZ TITILAYO OSENI,F,ADC,37101,2,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,SOLOMON ABIODUN SANYAOLU,M,PDP,33276,3,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ADENMOSUN FRANCIS GBENGA,M,APM,10039,4,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,SOWUNMI JULIUS OLUFEMI,M,ADP,6510,5,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,AROYEUN SABUR ADESINA,M,LP,1165,6,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ENITAN AWOJOBI J.,M,NCP,1042,7,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,OLADAPO SOFELA TEMITOPE,M,AD,799,8,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,OLUDAISI OLUSEGUN,M,YES,747,9,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,OLUMIDE JONES,M,ANRP,548,10,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ABIMBOLA MARGARET ONOKOYA,F,GPN,529,11,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,SUNDAY OLATOKUNBO OSO,M,PPN,504,12,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,TOLA ESTHER FEHIN OGUNSANWO,F,MPN,296,13,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,EMMANUEL EDUN OLANREWAJU,M,DA,232,14,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ADEYEMI BOLANLE ADISA,M,DPP,211,15,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ADEBAYO OLUGBENGA OLATUNBOSUN,M,JMPP,193,16,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,SOLANA IBIKUNLE KENNETH,M,ZLP,129,17,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,ADESHINA ABIODUN OLAKULEHIN,M,ASD,113,18,0
senate,2019,Ogun,OGUN CENTRAL,SD/079/OG,AKIGBOGUN OLAKUNLE OLATOKUNBO,M,CAP,96,19,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,MUSTAPHA RAMONI OLALEKAN,M,APC,85761,1,1
senate,2019,Ogun,OGUN EAST,SD/080/OG,SOSANWO ADEOLA AYOOLA,M,PDP,83528,2,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ASHIRU ADEDEJI,M,ADC,10864,3,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ODUSOLU B. OLUWOLE,M,APM,6114,4,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLADIPUPO ODULAJA,M,ADP,3701,5,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ONADIPE E. IDOWU,F,NCP,583,6,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,AKINTUNDE TEMITOPE SAMUEL,M,GPN,509,7,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLATUNBOSUN ADESINA SAIDI,M,AD,376,8,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLUKKAYODE ADESEGUN CHARLES,M,PPC,347,9,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLADIPO OLAFUYI RAHMAN,M,PPN,318,10,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OGUNNAIKE OLUSEGUN,M,YES,274,11,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,IPAYE BABATUNDE,M,DPP,251,12,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ADESANYA ABAYOMI RASAQ,M,NRM,214,13,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLOWOPOROKU OBAFEMI,M,GDPN,206,14,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ADENUGA OLUFEMI CHRISTIAN,M,CAP,146,15,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ADEWALE-OLUSEGUN OSIDERO,M,MPN,146,16,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ORIOLA TEMIDAYO NIKE,F,LP,145,17,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,SODIYA OMONIYI ADEBOLA,M,RBNP,127,18,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,ASIWAJU OBAFEMI ADENUGA,M,APP,106,19,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,MOJISOLA OMOYENI AFOLABI,F,UPP,102,20,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,OLAWALE OKUNNIYI,M,PT,79,21,0
senate,2019,Ogun,OGUN EAST,SD/080/OG,BAKARI ABIOLA OLUREMI,M,ZLP,66,22,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,ODEBIYI TOLULOPE AKINREMI,M,APC,56452,1,1
senate,2019,Ogun,OGUN WEST,SD/081/OG,GBELEYI OLUSEGUN BOLANLE,M,APM,48691,2,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,ODUNJO ODUNLEYE ABIODUN,M,PDP,43454,3,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,OGUNOLA BABATUNDE OLABODE,M,ADC,31412,4,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,AKINOLA BELLO WAHID,M,ADP,6843,5,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,SODIPO NATHANIEL ADEWOLE,M,A,1038,6,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,BAMIDELE OLUFOLABI ADEBAYO,M,PPC,796,7,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,OLUWASEUN ADESEGUN ABAYOMI,M,MPN,571,8,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,JACOB OLOWOYO ROTIMI,M,AD,447,9,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,OLUJIMI ADEKUNLE DAVID,M,LP,440,10,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,BAMIGBOYE OLAWALE MORUF,M,PPN,436,11,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,EGUNJOBI OLUWAFEMI ADIO,M,DA,329,12,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,JOSEPH ODUNAYO OJO,M,JMPP,253,13,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,OLAYIWOLA OLAWALE AHMED,M,SNP,212,14,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,ADEYEMI ADEBOLA PETER,M,CAP,193,15,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,FAGBEMI TAIWO AKINSANYA,M,DPP,191,16,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,SAMSON PRINCE ADEWALE,M,GPN,190,17,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,MORUF IYABODE ALICE,M,ZLP,164,18,0
senate,2019,Ogun,OGUN WEST,SD/081/OG,FATUMBI PETER OLUKUNLE,M,PT,93,19,0
