pu_code,election_type,year,state,sheet_url,sheet_status,json
03/01/08/003,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5378-1679677299.pdf,have,
03/01/08/004,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/08/pu/004/004-1677344551.pdf,have,
03/01/08/005,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5380-1679731704.pdf,have,
03/01/08/006,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5381-1679732331.pdf,have,
03/01/08/007,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5382-1679732746.pdf,have,
03/01/08/008,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/08/pu/008/008-1677340679.pdf,have,
03/01/08/009,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5384-1679733181.pdf,have,
03/01/08/010,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5385-1679733453.pdf,have,
03/01/08/011,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5386-1679642552.pdf,have,
03/01/08/012,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5387-1679733907.pdf,have,
03/01/08/013,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5388-1679734155.pdf,have,
03/01/08/014,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129487-1679734385.pdf,have,
03/01/08/015,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129488-1679734652.pdf,have,
03/01/08/016,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129489-1679734949.pdf,have,
03/01/08/017,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/08/pu/017/017-1677346047.pdf,have,
03/01/09/001,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5389-1679422067.pdf,have,
03/01/09/002,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/09/pu/002/002-1677385214.pdf,have,
03/01/09/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/09/004,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/09/pu/004/004-1677350919.pdf,have,
03/01/09/005,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5393-1679423467.pdf,have,
03/01/09/006,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/09/pu/006/006-1677343242.pdf,have,
03/01/09/007,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5395-1679423858.pdf,have,
03/01/09/008,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129491-1679424395.pdf,have,
03/01/09/009,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129492-1679424757.pdf,have,
03/01/09/010,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/129493-1679424985.pdf,have,
03/01/09/011,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/09/pu/011/011-1677343595.pdf,have,
03/01/09/012,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/09/pu/012/012-1677339042.pdf,have,
03/01/10/001,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5396-1679488648.pdf,have,
03/01/10/002,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5397-1679489218.pdf,have,
03/01/10/003,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5398-1679489431.pdf,have,
03/01/10/004,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5399-1679489552.pdf,have,
03/01/10/005,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5400-1679489695.pdf,have,
03/01/10/006,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5401-1679489806.pdf,have,
03/01/10/007,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5402-1679489953.pdf,have,
03/01/10/008,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5403-1679490095.pdf,have,
03/01/10/009,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5404-1679490245.pdf,have,
03/01/10/010,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/5405-1679490387.pdf,have,
03/01/11/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/005,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/006,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/007,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1580/elections_prod/1580/state/03/lga/01/ward/11/pu/007/007-1677402540.pdf,have,
03/01/11/008,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/009,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/010,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/011,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/012,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/013,senatorial,2023,Akwa Ibom,,no_sheet,
03/01/11/014,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/001,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1578/elections_prod/1578/state/03/lga/02/ward/01/pu/001/001-1677343517.pdf,saved,
03/02/01/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/005,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/006,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/01/007,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1578/elections_prod/1578/state/03/lga/02/ward/01/pu/007/007-1677338303.pdf,saved,
03/02/01/008,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/02/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/02/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/02/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/02/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/02/005,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/03/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/03/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/03/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/03/004,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1578/elections_prod/1578/state/03/lga/02/ward/03/pu/004/004-1677346267.pdf,saved,
03/02/04/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/04/002,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1578/elections_prod/1578/state/03/lga/02/ward/04/pu/002/002-1677345675.pdf,saved,
03/02/04/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/04/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/005,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/05/006,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/001,senatorial,2023,Akwa Ibom,https://irev-results.lon1.digitaloceanspaces.com/1578/elections_prod/1578/state/03/lga/02/ward/06/pu/001/001-1677346102.pdf,saved,
03/02/06/002,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/003,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/004,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/005,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/006,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/007,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/06/008,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/07/001,senatorial,2023,Akwa Ibom,,no_sheet,
03/02/07/002,senatorial,2023,Akwa Ibom,,no_sheet,
